link.id,resource,resource.lifestage,consumer,consumer.lifestage,link.evidence,full.source,res.genus,res.subfamily,res.family,res.order,res.class,res.category,con.genus,con.subfamily,con.family,con.order,con.class,con.category
1005,Diplolepis,,Orthopelma mediator,,observed,"Kohnen ,A. , Richter, I., and Brandl, R.(2012)No Concordant Phylogeographies of  the Rose Gall Wasp Diplolepis rosae (Hymenoptera,Cynipidae) and Two Associated Parasitoids across Europe.PLoSONE7(10):e47156.doi:10.1371/journal.pone.0047156",Diplolepis,NA,Diplolepididae,Hymenoptera,Insecta,parasite,Orthopelma ,Orthopelmatinae,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1006,Callosamia promethea,,Enicospilus,,,"Juice, S.  and Heinrich, B. 2017. Parasitism of Callosamia promethea (Drury) (Saturniidae) (Promethea Moth) in a Northern Hardwood Forest. Northeastern Naturalist ,Vol. 24, No. 3 (2017), pp. 317-330 . https://www.jstor.org/stable/10.2307/26453952",Callosamia,NA,Saturniidae,Lepidoptera,Insecta,herbivore,Enicospilus,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1007,Noctuidae,,Enicospilus,,,"Kankonda, O. and Akaibe, B.,  and  Otieno Ongamo, G.  and Le Ru, B. 2017.Diversity of lepidopteran stemborers and their parasitoidson maize and wild host plants in the rain forest of Kisangani, DRCongo. Phytoparasitica (2017) 45:57–69 DOI 10.1007/s12600-017-0561-6",NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore,Enicospilus,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1008,Periplaneta americana,egg,Evaniidae,,observed,"Tee, H. and Lee, C. Water balance profiles, humidity preference and survival of two sympatric cockroach egg parasitoids Evania appendigaster and Aprostocetus hagenowii (Hymenoptera: Evaniidae; Eulophidae)",Periplaneta,NA,Blattidae,Blattodea,Insecta,omnivore,NA,NA,Evaniidae,Hymenoptera,Insecta,parasitoid
1009,Xiphydriidae,larvae,Aulacidae,,,"Smith, D.  2001. World catalog of the family Aulacidae (Hymenoptera), Contributions on Entomology, International,4(3):263-319",NA,NA,Xiphydriidae,Hymenoptera,Insecta,wood borer,NA,NA,Aulacidae,Hymenoptera,Insecta,parasitoid
1010,Buprestidae,,Aulacidae,,,"Smith, D.  2001. World catalog of the family Aulacidae (Hymenoptera), Contributions on Entomology, International,4(3):263-319",NA,NA,Buprestidae,Coleoptera,Insecta,wood borer,NA,NA,Aulacidae,Hymenoptera,Insecta,parasitoid
1011,Cerambycidae,,Aulacidae,,,"Smith, D.  2001. World catalog of the family Aulacidae (Hymenoptera), Contributions on Entomology, International,4(3):263-319",NA,NA,Cerambycidae,Coleoptera,Insecta,wood borer,NA,NA,Aulacidae,Hymenoptera,Insecta,parasitoid
1012,Byctiscus populi,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Byctiscus ,NA,Rhynchitidae,Coleoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1013,Xylonites praeustus,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Xylonites ,NA,Bostrichidae,Coleoptera,Insecta,wood borer,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1014,Agrilus cyanescens,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Agrilus ,NA,Buprestidae,Coleoptera,Insecta,wood borer,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1015,Chrysobothris affinis,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Chrysobothris,NA,Buprestidae,Coleoptera,Insecta,wood borer,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1016,Melanophila pictadecastigma,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Melanophila,NA,Buprestidae,Coleoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1017,Poecilonota variolosa ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Poecilonota ,NA,Buprestidae,Coleoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1018,Aegomorphus clavipes,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Aegomorphus,NA,Cerambycidae,Coleoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1019,Apriona germari,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Apriona ,NA,Cerambycidae,Coleoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1020,Rhagium mordax,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Rhagium,NA,Cerambycidae,Coleoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1021,Saperda,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Saperda,NA,Cerambycidae,Coleoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1022,Hylesinus crenatus,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Hylesinus ,NA,Curculionidae,Coleoptera,Insecta,saproxylic,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1023,Taphrorychus,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Taphrorychus,NA,Curculionidae,Coleoptera,Insecta,saproxylic,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1024,Agromyza albitarsis,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Agromyza ,NA,Agromyzidae,Diptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1025,Aulagromyza tremulae,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Aulagromyza ,NA,Agromyzidae,Diptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1026,Paraphytomyza populi,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Paraphytomyza,NA,Agromyzidae,Diptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1027,Chaitophorus leucomelas,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Chaitophorus ,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1028,Pterocomma,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Pterocomma,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1029,Fenusella hortulana ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Fenusella ,NA,Tenthredinidae,Hymenoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1030,Nematus bipartitus,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Nematus,NA,Tenthredinidae,Hymenoptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1031,Xiphydria,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Xiphydria,NA,Xiphydriidae,Hymenoptera,Insecta,wood borer,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1032,Arctia caja,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Arctia ,,Erebidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1033,Gynaephora selenitica,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Gynaephora,,Erebidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1034,Hypagyrtis unipunctata,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Hypagyrtis ,,Geometridae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1035,Phyllonorycter ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Phyllonorycter ,,Gracillariidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1036,Acronicta,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Acronicta,,Gelechidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1037,Amphipyra pyramidea ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Amphipyra ,,Lasiocampidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1038,Catocala nupta ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Catocala,,Noctuidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1039,Hyphantria cunea ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Hyphantria ,,Noctuidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1040,Leucoma salici,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Leucoma ,,Noctuidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1041,Nycteola revayana,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Nycteola ,,Noctuidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1042,Orgyia antiqua,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Orgyia,,Noctuidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1043,Orthosia ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Orthosia ,,Noctuidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1044,Cerura ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Cerura ,,Notodontidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1045,Clostera pigra ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Clostera ,,Notodontidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1046,Eligmodonta,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Eligmodonta ,,Notodontidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1047,Furcula,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Furcula,,Notodontidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1048,Paranthrene tabaniformis ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Paranthrene ,,Sesiidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1049,Sesia apiformis,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Sesia ,,Sesiidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1050,Adoxophyes orana,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Adoxophyes ,,Sesiidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1051,Archips rosana ,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Archips ,,Sesiidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1052,Gypsonoma aceriana,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Gypsonoma,,Sesiidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1053,Pandemis heparana,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Pandemis ,,Sesiidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1054,Tortrix viridana,,Braconidae,,observed,"Zikic , V., Stankovic , S., Ilic , M.,  and  Kavallieratos , N. 2013.  Braconid parasitoids (Hymenoptera: Braconidae)  on poplars and aspen (Populus spp.) in Serbia and Montenegro , NORTH-WESTERN JOURNAL OF ZOOLOGY 9 (2): 264-275  .",Tortrix ,,Sesiidae,Lepidoptera,Insecta,herbivore/nectivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1055,Aceria doctersi,,Braconidae,larvae,observed,"Ranjihth, A., Quicke, D.,  Manjusha, K., Butcher, B.,  and Nasser, M. 2022. Completely predatory development is described in a braconid wasp, Scientific Reports, 12:1747  . https://doi.org/10.1038/s41598-022-05705-x",Aceria ,,Eriophyidae,,Arachnida,,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1056,Metopolophium dirhodum,,Braconidae,,,"Stary, P. Biosystematic synopsis of parasitoids on cereal aphids in the western Palaearctic (Hymenoptera: Aphidiidae, Homoptera: Aphidoidea). Acta Entomol. Bohemoslov. 1981, 78, 382–396.",Metopolophium,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1057,Schizaphis graminum,,Braconidae,,,"Stary, P. Biosystematic synopsis of parasitoids on cereal aphids in the western Palaearctic (Hymenoptera: Aphidiidae, Homoptera: Aphidoidea). Acta Entomol. Bohemoslov. 1981, 78, 382–396.",Schizaphis,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1058,Rhopalosiphum padi ,,Braconidae,,,"Stary, P. Biosystematic synopsis of parasitoids on cereal aphids in the western Palaearctic (Hymenoptera: Aphidiidae, Homoptera: Aphidoidea). Acta Entomol. Bohemoslov. 1981, 78, 382–396.",Rhopalosiphum,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
1059,Anoecia,,Braconidae,,,"Stary, P. Biosystematic synopsis of parasitoids on cereal aphids in the western Palaearctic (Hymenoptera: Aphidiidae, Homoptera: Aphidoidea). Acta Entomol. Bohemoslov. 1981, 78, 382–396.",Anoecia,Anoeciinae,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Braconidae,Hymenoptera,Insecta,parasitoid
